Final schema:
root
 |-- Date: date (nullable = true)
 |-- symbol: string (nullable = true)
 |-- cluster: integer (nullable = true)
 |-- regime: string (nullable = true)


MS4B Step1 — input summary: rows=167,240, symbols=105, span=2013-05-12 → 2021-07-06
Symbols: AAVE, AAVE_x1, AAVE_x2, AAVE_x3, AAVE_x4, ADA, ADA_x1, ADA_x2, ADA_x3, ADA_x4, ATOM, ATOM_x1, ATOM_x2, ATOM_x3, ATOM_x4, BNB, BNB_x1, BNB_x2, BNB_x3, BNB_x4, BTC, BTC_x1, BTC_x2, BTC_x3, BTC_x4, CRO, CRO_x1, CRO_x2, CRO_x3, CRO_x4, DOGE, DOGE_x1, DOGE_x2, DOGE_x3, DOGE_x4, DOT, DOT_x1, DOT_x2, DOT_x3, DOT_x4, EOS, EOS_x1, EOS_x2, EOS_x3, EOS_x4, ETH, ETH_x1, ETH_x2, ETH_x3, ETH_x4, LINK, LINK_x1, LINK_x2, LINK_x3, LINK_x4, LTC, LTC_x1, LTC_x2, LTC_x3, LTC_x4, MIOTA, MIOTA_x1, MIOTA_x2, MIOTA_x3, MIOTA_x4, SOL, SOL_x1, SOL_x2, SOL_x3, SOL_x4, TRX, TRX_x1, TRX_x2, TRX_x3, TRX_x4, UNI, UNI_x1, UNI_x2, UNI_x3, UNI_x4, WBTC, WBTC_x1, WBTC_x2, WBTC_x3, WBTC_x4, XEM, XEM_x1, XEM_x2, XEM_x3, XEM_x4, XLM, XLM_x1, XLM_x2, XLM_x3, XLM_x4, XMR, XMR_x1, XMR_x2, XMR_x3, XMR_x4, XRP, XRP_x1, XRP_x2, XRP_x3, XRP_x4

Counts by regime:
+--------------------------+-----+
|regime                    |count|
+--------------------------+-----+
|Calm / normal             |78105|
|Choppy high-vol sideways  |38255|
|Sell-off / drawdown       |24605|
|Blow-off rally / parabolic|21775|
|Bull impulse              |4500 |
+--------------------------+-----+


Event check — 2020-03-12:
+-------------------+-----+
|regime             |count|
+-------------------+-----+
|Sell-off / drawdown|85   |
+-------------------+-----+


Per-coin distribution (top 3 per coin):
+--------+--------------------------+-----+
|symbol  |regime                    |count|
|CRO_x2  |Blow-off rally / parabolic|127|-0.0032784379071682545|-0.0011321624660456386|0.051417078248856676|0.47244094488188976|-0.06376165310873444 |
+--------+--------------------------+---+----------------------+----------------------+--------------------+-------------------+---------------------+
only showing top 100 rows

[TIMING] Step 3 'Step 3: Regime returns' completed in 5.37s → artifacts/ms5/X5/run_1/analysis_out/_timings.jsonl

STEP 4 — Transition-conditioned forward returns
-----------------------------------------------
MS4B Step4 — rows_with_prev=167,030, transitions=70,435, stays=96,595
Null ret_fwd1 within transitions: 0

Top transitions by frequency (change points only):
+-----------------------------------------------------+-----+
|transition                                           |count|
+-----------------------------------------------------+-----+
|Calm / normal → Blow-off rally / parabolic           |9675 |
|Blow-off rally / parabolic → Calm / normal           |8715 |
|Sell-off / drawdown → Choppy high-vol sideways       |8120 |
|Choppy high-vol sideways → Sell-off / drawdown       |7765 |
|Calm / normal → Sell-off / drawdown                  |7655 |
|Sell-off / drawdown → Calm / normal                  |7120 |
|Blow-off rally / parabolic → Choppy high-vol sideways|4925 |
|Choppy high-vol sideways → Blow-off rally / parabolic|4130 |
|Sell-off / drawdown → Blow-off rally / parabolic     |3865 |
|Blow-off rally / parabolic → Sell-off / drawdown     |3445 |
|Choppy high-vol sideways → Calm / normal             |1650 |
|Bull impulse → Choppy high-vol sideways              |1210 |
|Choppy high-vol sideways → Bull impulse              |920  |
|Blow-off rally / parabolic → Bull impulse            |580  |
|Bull impulse → Sell-off / drawdown                   |375  |
|Calm / normal → Choppy high-vol sideways             |145  |
|Sell-off / drawdown → Bull impulse                   |85   |
|Bull impulse → Calm / normal                         |25   |
|Calm / normal → Bull impulse                         |25   |
|Bull impulse → Blow-off rally / parabolic            |5    |
+-----------------------------------------------------+-----+


Transition → next-day returns — overall (sorted by mean_ret_fwd1 desc):
+-----------------------------------------------------+----+---------------------+----------------------+--------------------+-------------------+--------------------+
|transition                                           |n   |mean_ret_fwd1        |median_ret_fwd1       |std_ret_fwd1        |hit_rate_fwd1      |sharpe_d_fwd1       |
+-----------------------------------------------------+----+---------------------+----------------------+--------------------+-------------------+--------------------+
|Calm / normal → Bull impulse                         |25  |0.12788102003280122  |0.12194444508392      |0.0290503039343269  |1.0                |4.402054461182154   |
|Bull impulse → Blow-off rally / parabolic            |5   |0.12169844096592675  |0.12169844096592675   |0.0                 |1.0                |NULL                |
|Bull impulse → Calm / normal                         |25  |0.04044178004509393  |0.045416120358946266  |0.09469399054918984 |0.6                |0.4270786330848102  |
|Choppy high-vol sideways → Bull impulse              |920 |0.020054788546926643 |-0.005943063985260455 |0.0997010436561298  |0.4782608695652174 |0.2011492338645508  |
|Bull impulse → Sell-off / drawdown                   |375 |0.017298062048182936 |0.012383311979662498  |0.0836526179696248  |0.5866666666666667 |0.20678446733686276 |
|Calm / normal → Choppy high-vol sideways             |145 |0.012821379222115662 |0.007535391057477803  |0.050022341937352686|0.5517241379310345 |0.2563130538384825  |
|Bull impulse → Choppy high-vol sideways              |1210|0.010761551353815948 |0.005530319499420955  |0.08606602134425255 |0.5289256198347108 |0.12503832738789197 |
|Blow-off rally / parabolic → Bull impulse            |580 |0.01018859183793785  |-0.004373746409938484 |0.0971287083841794  |0.5                |0.10489784130185546 |
|Choppy high-vol sideways → Sell-off / drawdown       |7765|0.008354118743866355 |0.007454062082105306  |0.06774849100096163 |0.557630392788152  |0.12331077224654016 |
|Choppy high-vol sideways → Calm / normal             |1650|0.007965421799363473 |0.0030140360963422097 |0.05229699519493192 |0.5333333333333333 |0.15231127084210375 |
|Choppy high-vol sideways → Blow-off rally / parabolic|4130|0.0072407164996556575|-0.003963702556361914 |0.07185023485933063 |0.48426150121065376|0.10077512639773037 |
|Blow-off rally / parabolic → Calm / normal           |8715|0.00493872693161651  |0.0018600081530451007 |0.042188146704616646|0.5272518646012622 |0.11706432534700713 |
|Blow-off rally / parabolic → Choppy high-vol sideways|4925|0.0036316149981628423|9.03826137568009E-4   |0.06452998892423663 |0.5086294416243655 |0.05627794237539153 |
|Calm / normal → Blow-off rally / parabolic           |9675|0.0035603834470209774|-0.0020845666614994762|0.05031563832844465 |0.47390180878552973|0.07076097144549603 |
|Sell-off / drawdown → Bull impulse                   |85  |0.0010402580728434748|-0.030789467431826867 |0.11497322714542911 |0.4117647058823529 |0.009047828774325497|
|Calm / normal → Sell-off / drawdown                  |7655|4.5820059749331803E-4|0.006443301029174897  |0.052269574664436325|0.5558458523840627 |0.008766105338237485|
|Blow-off rally / parabolic → Sell-off / drawdown     |3445|4.11497705509138E-4  |0.002553156862969641  |0.05612823204449253 |0.5166908563134979 |0.00733138548142664 |
|Sell-off / drawdown → Blow-off rally / parabolic     |3865|2.8616652261818134E-4|-0.006568220246372047 |0.06174654241837283 |0.44372574385511   |0.004634535172499502|
|Sell-off / drawdown → Calm / normal                  |7120|-0.004698006516898752|-0.0018672291845684974|0.048452244408844755|0.4768258426966292 |-0.09696158710949519|
|Sell-off / drawdown → Choppy high-vol sideways       |8120|-0.008030557297834709|-0.007037870979499594 |0.0695857035163977  |0.458128078817734  |-0.11540527568198441|
+-----------------------------------------------------+----+---------------------+----------------------+--------------------+-------------------+--------------------+


Stay vs Change (is_transition=1 means regime changed today → t+1 return):
+-------------+-----+--------------------+---------------------+--------------------+-------------------+--------------------+
|is_transition|n    |mean_ret_fwd1       |median_ret_fwd1      |std_ret_fwd1        |hit_rate_fwd1      |sharpe_d_fwd1       |
+-------------+-----+--------------------+---------------------+--------------------+-------------------+--------------------+
|true         |70435|0.002289992425208707|4.0141023243567275E-4|0.060189891311134926|0.504152764960602  |0.038046129928549416|
|false        |96595|0.001635342083878983|-1.332053482743234E-4|0.052089977539168546|0.49836948082198873|0.031394563045248076|
+-------------+-----+--------------------+---------------------+--------------------+-------------------+--------------------+

[TIMING] Step 4 'Step 4 — Transition-conditioned returns' completed in 4.27s → artifacts/ms5/X5/run_1/analysis_out/_timings.jsonl

STEP 5 — Breadth series & BTC t+1 correlations
----------------------------------------------

Breadth sample (first 12 rows):
+----------+-------------+------------------------+-------------------+--------------------------+------------+----------+---------+-----------+----------+------------+---------+
|Date      |Calm / normal|Choppy high-vol sideways|Sell-off / drawdown|Blow-off rally / parabolic|Bull impulse|total_syms|frac_calm|frac_choppy|frac_sello|frac_blowoff|frac_bull|
+----------+-------------+------------------------+-------------------+--------------------------+------------+----------+---------+-----------+----------+------------+---------+
|2013-05-12|5            |0                       |5                  |0                         |0           |10        |0.5      |0.0        |0.5       |0.0         |0.0      |
|2013-05-13|10           |0                       |0                  |0                         |0           |10        |1.0      |0.0        |0.0       |0.0         |0.0      |
|2013-05-14|0            |0                       |10                 |0                         |0           |10        |0.0      |0.0        |1.0       |0.0         |0.0      |
|2013-05-15|5            |5                       |0                  |0                         |0           |10        |0.5      |0.5        |0.0       |0.0         |0.0      |
|2013-05-16|0            |5                       |0                  |5                         |0           |10        |0.0      |0.5        |0.0       |0.5         |0.0      |
|2013-05-17|5            |0                       |0                  |5                         |0           |10        |0.5      |0.0        |0.0       |0.5         |0.0      |
|2013-05-18|5            |5                       |0                  |0                         |0           |10        |0.5      |0.5        |0.0       |0.0         |0.0      |
|2013-05-19|5            |5                       |0                  |0                         |0           |10        |0.5      |0.5        |0.0       |0.0         |0.0      |
|2013-05-20|5            |5                       |0                  |0                         |0           |10        |0.5      |0.5        |0.0       |0.0         |0.0      |
|2013-05-21|5            |5                       |0                  |0                         |0           |10        |0.5      |0.5        |0.0       |0.0         |0.0      |
|2013-05-22|10           |0                       |0                  |0                         |0           |10        |1.0      |0.0        |0.0       |0.0         |0.0      |
|2013-05-23|10           |0                       |0                  |0                         |0           |10        |1.0      |0.0        |0.0       |0.0         |0.0      |
+----------+-------------+------------------------+-------------------+--------------------------+------------+----------+---------+-----------+----------+------------+---------+
only showing top 12 rows

VALIDATION OK — per-date regime counts sum to total symbols.

Correlations: frac_{regime} vs BTC t+1 return:
  frac_calm     corr = -0.0397556656510404
  frac_bull     corr = 0.037300567730189936
  frac_sello    corr = 0.032916708073938955
  frac_blowoff  corr = 0.0009606963197872537
  frac_choppy   corr = 0.0007825013455020847
[TIMING] Step 5 'Step 5 — Breadth series & BTC correlations' completed in 3.34s → artifacts/ms5/X5/run_1/analysis_out/_timings.jsonl

Step 6 — Cluster characterization
---------------------------------
Numeric features used (6): ['ret_1d_w', 'zscore_7', 'ret_std_7', 'ret_std_30', 'ma_gap_7', 'ma_gap_30']
+-------+---------------------+--------------------+--------------------+-------------------+----------------------+---------------------+-----+
|cluster|avg_ret_1d_w         |avg_zscore_7        |avg_ret_std_7       |avg_ret_std_30     |avg_ma_gap_7          |avg_ma_gap_30        |n    |
+-------+---------------------+--------------------+--------------------+-------------------+----------------------+---------------------+-----+
|0      |0.07948469341442264  |2.1476420276430077  |0.044018592835950325|0.0504436841487691 |0.07337236036900328   |0.09687985371236306  |21775|
|1      |-0.001275073468952655|-0.05902995025087721|0.03220299908185525 |0.03740072880079336|-0.0010851259309378391|-0.001849097398720232|78105|
|2      |-0.07836690905659657 |-1.7465332964366076 |0.05336491989700197 |0.05890572843157266|-0.08203470531185923  |-0.08638440740617834 |24605|
|3      |0.005964359821769661 |0.037126116019918574|0.07833636390346069 |0.07413685911735932|0.009702940457837237  |0.07444353501229085  |38255|
|4      |0.08594528004729465  |0.45523066234063064 |0.08897144089093237 |0.07829653568315222|0.35677764528948286   |1.1963689563048272   |4500 |
+-------+---------------------+--------------------+--------------------+-------------------+----------------------+---------------------+-----+

+--------------------------+---------------------+--------------------+--------------------+-------------------+----------------------+---------------------+-----+
|regime                    |avg_ret_1d_w         |avg_zscore_7        |avg_ret_std_7       |avg_ret_std_30     |avg_ma_gap_7          |avg_ma_gap_30        |n    |
+--------------------------+---------------------+--------------------+--------------------+-------------------+----------------------+---------------------+-----+
|Blow-off rally / parabolic|0.07948469341442264  |2.1476420276430077  |0.044018592835950325|0.0504436841487691 |0.07337236036900328   |0.09687985371236306  |21775|
|Bull impulse              |0.08594528004729465  |0.45523066234063064 |0.08897144089093237 |0.07829653568315222|0.35677764528948286   |1.1963689563048272   |4500 |
|Calm / normal             |-0.001275073468952655|-0.05902995025087721|0.03220299908185525 |0.03740072880079336|-0.0010851259309378391|-0.001849097398720232|78105|
|Choppy high-vol sideways  |0.005964359821769661 |0.037126116019918574|0.07833636390346069 |0.07413685911735932|0.009702940457837237  |0.07444353501229085  |38255|
|Sell-off / drawdown       |-0.07836690905659657 |-1.7465332964366076 |0.05336491989700197 |0.05890572843157266|-0.08203470531185923  |-0.08638440740617834 |24605|
+--------------------------+---------------------+--------------------+--------------------+-------------------+----------------------+---------------------+-----+

Silhouette (KMeans overall): 0.588

Per-cluster silhouette (approx via centroids)
---------------------------------------------
+-----+-----+------------------+
|kpred|n    |mean_silhouette   |
+-----+-----+------------------+
|0    |55635|0.5716820096358581|
|1    |8955 |0.5587307994060738|
|2    |25350|0.5540479006764631|
|3    |74965|0.5820194238135816|
|4    |2335 |0.5315143257675323|
+-----+-----+------------------+

[TIMING] Step 6 'Step 6 — Cluster characterization (centroids + silhouette)' completed in 12.52s → artifacts/ms5/X5/run_1/analysis_out/_timings.jsonl
Predictive gauge — train=133,885, test=33,250, test positive-rate=0.501
Baselines — Majority ACC=0.501, Always-Positive F1=0.668, Brier=0.249, proba1 q10/50/90=(0.452, 0.502, 0.545)
+-----+----------+-----+
|label|prediction|count|
+-----+----------+-----+
|0.0  |0.0       |8182 |
|0.0  |1.0       |8399 |
|1.0  |0.0       |7302 |
|1.0  |1.0       |9367 |
+-----+----------+-----+

Predictive gauge metrics — ROC AUC=0.546, PR AUC=0.548, ACC=0.528, P=0.527, R=0.562, F1=0.544
+----------+--------------------+
|feature   |weight              |
+----------+--------------------+
|ret_std_30|-3.230531212033142  |
|ret_1d_w  |-2.2872585632141162 |
|ret_std_7 |1.637314053484801   |
|ma_gap_30 |0.1926063055010714  |
|ma_gap_7  |-0.1626938292429095 |
|zscore_7  |-0.01785845176258529|
+----------+--------------------+

+-----+-----+-----+-----+-------------------+--------------------+------------------+--------------------+---------+
|FN   |FP   |TN   |TP   |accuracy           |f1                  |precision         |recall              |threshold|
+-----+-----+-----+-----+-------------------+--------------------+------------------+--------------------+---------+
|0    |16581|0    |16669|0.5013233082706767 |0.6678419038842925  |0.5013233082706767|1.0                 |0.1      |
|0    |16581|0    |16669|0.5013233082706767 |0.6678419038842925  |0.5013233082706767|1.0                 |0.2      |
|0    |16581|0    |16669|0.5013233082706767 |0.6678419038842925  |0.5013233082706767|1.0                 |0.3      |
|234  |16312|269  |16435|0.502375939849624  |0.6651691759753926  |0.5018780346291263|0.9859619653248545  |0.4      |
|7302 |8399 |8182 |9367 |0.5277894736842105 |0.5440394947001598  |0.5272430485196443|0.5619413282140501  |0.5      |
|16494|107  |16474|175  |0.5007218045112782 |0.020647749395315912|0.6205673758865248|0.010498530205771192|0.6      |
|16669|0    |16581|0    |0.49867669172932333|0.0                 |0.0               |0.0                 |0.7      |
|16669|0    |16581|0    |0.49867669172932333|0.0                 |0.0               |0.0                 |0.8      |
|16669|0    |16581|0    |0.49867669172932333|0.0                 |0.0               |0.0                 |0.9      |
+-----+-----+-----+-----+-------------------+--------------------+------------------+--------------------+---------+

Best F1 @ threshold=0.10 → F1=0.668, P=0.501, R=1.000, ACC=0.501
[TIMING] Step 7 'Step 7 — Predictive gauge' completed in 17.00s → artifacts/ms5/X5/run_1/analysis_out/_timings.jsonl
